Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Watts,Calories,Average Temperature
351628979,"Jul 21, 2015, 12:41:39 PM",Lake Superior Park,Ride,"Today was a beautiful day of riding. We spent most of the day riding south through the Lake Superior Provincial Park, to arrive at agawa bay campground. Our early end yesterday leaves us with an awkward distance to Sault Ste. Marie, so based on tomorrow's favourable wind forecast, we decided to make today the short day of the two. We were at our campsite by around 3pm, which left plenty of time to enjoy the incredible park, swim in the lake, do some sewing repairs, and get in bed early. 

This park has redeemed the entirety of Lake Superior for me. I could have finished tomorrow in Sault Ste. Marie and never spoken of the lake again, but this place is nice. We were treated to a great sunset as it dipped into the lake, and the sky has been glowing ever since. Enough writing, I'm going to enjoy this before bed. 

Still, don't bike through northern Ontario. It's not worth it.",23913,91.48,activities/398317774.fit.gz,77,44,23913,16805,91486.10156,15,754,,178.6000061,425.7999878,19.10000038,-0.066676803,124.9509964,2341.278809,16
351903468,"Jul 22, 2015, 11:47:32 AM",The Soo,Ride,"Another chilly night and morning. We've been sleeping in clothes in our sleeping bags, as it has gotten down to about 6 or so some mornings, which makes starting the day a little less exciting.

Good but uneventful riding for the most part. We returned to cell reception and you all learned that I was not in fact dead, as you had suspected. 

Tonight we're camping behind the Velorution bike shop in Sault Ste. Marie, which has a free campground for touring cyclists on their way through town. There's another tent here but no one's around so we may rob all their stuff. Just kidding, we met her and she's super nice. From France and also cycling from Vancouver to St. John's. Look up ""Farha biking across Canada"" on Facebook.",30744,136.87,activities/398601224.fit.gz,77,44,30744,22763,136878,22.39999962,1046,,150.6000061,354,18.29999924,0.038866799,142.4320068,3615.030273,18
352732404,"Jul 23, 2015, 1:00:09 PM",Eastbound and Down,Ride,"This is much more like I expected Ontario to feel. Previously, most of the words on the map just correlated to words on the side of the highway, where a town used to be, but is now just a word. Today each of the small towns was much more lively which added some great variety and a sense of making progress as we cruised through the area.

The shoulder was a lot better as well. We had been warned that it got no better east of the Soo, but 'twas a good day, with good wind at that. Swam in a lake when we got to the campground, and Simon and I ate a whole family's worth of KFC.",36959,154.61,activities/399466866.fit.gz,77,44,36959,23645,154612,15,600,,136.8000031,251.6000061,14.60000038,-0.054200001,138.4819946,3650.963623,24
353310538,"Jul 24, 2015, 12:01:42 PM",Sudbury blaaarrrhhghgh,Ride,"Riding a bad shoulder is mentally exhausting. Today we did so for about 6 hours. 

When there's room to ride your mind can wander to bigger life issues and solve problems that are lingering in the back of your mind. On days like today there's no time for that. You need to focus 100% of your attention on the zero to 12 inch wide strip of asphalt in front of you, constantly ready to swerve into the gravel, or into the lane, if there's a hole big enough to throw you over the bars. Neither is a great. This also means you need to be aware of what's coming up on you, how wide it is, how fast it's moving, and how long you could potentially be in the lane before running out of room. It's weird... everyone tells us ""watch out, there are a lot of crazy drivers out there"" but we see essentially zero people pulled over. I think we saw one actually, in 4500km or so.

All that said, it's not surprising I broke a spoke today. It's Friday, so every Bobby Weekend is towing his 40ft trailer to go ""roughing it"" on a patch of grass 20km out of town. While filling the kiddie pool with drinking water (that was in the prairies, during the fires). Anyway, Bobby has no idea how wide his trailer is because he only pulls it twice a year, so my 0 inches of shoulder is now -18.

Fun day. Never cycle anywhere near Sudbury. The roads are terrible and the drivers are inconsiderate. Actually, so far on this trip I would say stop riding around Calgary.
",40737,160.3,activities/400066738.fit.gz,77,44,40737,25744,160302,13.60000038,674,,151.8000031,264,17.79999924,0.017966099,131.6849976,3779.959961,26
353982185,"Jul 25, 2015, 11:48:01 AM",Joel saves the day,Ride,"Things started out great, on the road before 8, overcast and cool, for the first hour.

Then the rain started. Heavy rain. For three hours straight. It was right at the temperature where you no longer sweat because you're being liquid cooled. But that meant we couldn't stop because we'd cool down too much and it'd be hell to warm up again.

At one point I started laughing out loud. Every day previously I had been coping mentally with phrases like ""at least it's not also raining"", ""at least it's not a gravel road"", etc. after the third section of resurfacing  grooves covered in a centimetre of water, I began to realize that Ontario was taking my positive thinking as a dare, and that the next day would indeed be that. Sounds like a Disney movie. 

At 90km we got to Sturgeon Falls (and I sang it to the tune of Chagrin Falls by the Hip, to myself). We cleaned out their bakery of one of everything, and grabbed lunch. We pressed on because this is Joel's last day at his cottage in North Bay, about 40km east of Sturgeon Falls, where we had planned our first rest day in two weeks and over 1800km, since Winnipeg.

About 10km further east I see a car in the distance pulled over in the gravel, and out steps my great friend Joel, who we had last seen 5 weeks ago to the day, as he rode with us from Vancouver to the ferry terminal to begin the trip. He had energy bars and Gatorade for us, and took our panniers in the trunk so that we could ride the rest of the day unloaded. Turns out the rest of the day was 60km, not the 30 we had hoped, but by this point the rain had stopped, our bikes were light, and we had 100km behind us, so we had no excuse not to hammer it out.

Arriving at the cottage was perfect. The family is so welcoming and warm; they often do large cycling trips as well in Europe, so they had a lot of interest in our own adventure.

After a lake swim and two beer I can hardly keep my eyes open. We saw a sign for Ottawa today, it's under 400km away. Almost finished Ontario.",31793,162.02,activities/400768680.fit.gz,77,44,31793,24847,162019,13.5,662,,154,288.2000122,46.5,0.0132083,133.1560059,3689.007813,17
355465140,"Jul 27, 2015, 1:36:16 PM",Meeting the Ottawa River,Ride,"A good day overall, though a hot one, nearing 37 with humidity. Tomorrow is supposed to be the same so we're planning an early rise.

Yesterday we took a rest day at the VanderMarel cottage just east of North Bay. Joel has told me a lot about this place, and it was great to see it in person, and get to spend a down day there. We mostly tuned bikes, ate, and stretched, but I also got a swim in and a great call with Emily while I lay in the shade on the dock. It's great to take a day to break up the routine. It was our first since Winnipeg, and around 1800km.

Speaking of routine, one theme that keeps popping into my head, and has come up in a few conversations is how there's both too much and too little routine.

Every day is too much the same, and every day is too different.

The same:
- wake up in a tent
- put in a cycling kit
- pack up sleeping bag and anything in the tent
- try to remember which town I'm in
- get out and start eating breakfast while packing the bike
- ride all day, as long as one would normally spend at work
- stuff my face as much as possible on the bike
- stop riding at a campground
- shower, set up tent, make dinner, eat dinner, dishes, laundry, phone calls, blog posts, bike maintenance, hydrate, hang food, etc etc
- attempt to finish all this and get in the tent before the sun is down or the mosquito cloud will devour you.

Different: nothing is static, every day it's new town and a new grocery store to navigate and a new set of insects to deal with and no stability.

So it's a strange duality of routine and chaos. The rest days help mellow out both.
",30911,127.64,activities/402317611.fit.gz,77,44,30911,20754,127639,17.29999924,1102,,124,283.7999878,24.5,-0.083673596,12.54160023,290.2215271,28
356241968,"Jul 28, 2015, 12:30:01 PM",The heat is back,Ride,"We're definitely leaving Northern Ontario. Last nights low was 17 and today's high ""feels like"" 39 I believe. It's hard to sleep in that heat, especially when the next campsite is up drinking until after 4 am. We had planned to get up at 4:30 to get a head start on the heat, but that was ruined. 

The terrain was good, and we found a mellow alternate route to the TCH which took us through Petawawa, Pembroke, and a lot more farm land.

I broke yet another spoke today. That's 4 claimed by highway 17 in Ontario. The highways here are terrible. Tomorrow I'm wheel shopping when we get to Ottawa. We plan to take a rest day there so I may end up building a wheel, we'll see what's around.",38843,138.14,activities/403123666.fit.gz,77,44,38843,23136,138140,14.30000019,646,,88.40000153,196.3999939,25.5,-0.0112929,124.4039993,3209.205322,29
356948291,"Jul 29, 2015, 8:33:29 PM",Ride to MEC for a new wheel,Ride,,3236,10.4,activities/403860385.fit.gz,77,13.69999981,3236,1787,10401,11.10000038,60,,45.59999847,76,36.40000153,0.151907995,127.1230011,253.2932129,32
356948331,"Jul 29, 2015, 10:54:43 AM",Zig zag to Ottawa,Ride,"We got back into the early rise groove this morning, getting a head start on the heat. We also discovered that we no longer need to ride highway 17, finally! 

Riding through Arnprior was quite nice, and we managed to weave our way through the farmland to Kanata by around lunchtime. It was a very strange feeling to roll past the Alcatel buildings, where I worked for three semesters during university. Coming here in 2006 was my first experience living anywhere other than Newfoundland, and it clearly kicked-started something in me to see more of the country.",33972,107.47,activities/403860376.fit.gz,77,44,33972,16910,107477,15.69999981,391,,39,152,45.5,-0.083924897,128.6970062,2426.536865,25
357606989,"Jul 30, 2015, 8:55:02 PM",Bringing Peter Mansbridge back from MEC,Ride,,1770,9.73,activities/404547537.fit.gz,77,13.69999981,1770,1630,9736.299805,9.600000381,42,,91.80000305,116.1999969,20.39999962,-0.094491802,7.675030231,13.94898319,28
358298271,"Jul 31, 2015, 12:07:08 PM",Ottawa to the Farm,Ride,"We had a rest day in Ottawa yesterday, it was great to have some downtime there. I stayed in bed until noon for the first time since we began, and it was glorious! For dinner we met up with Tyler and Sarah, one of my favourite rockstar/ninja/power-couples, and Lalit, a team mate of mine at MEC, who drove all the way up from Toronto just to hang out and congratulate us on our progress, what a guy!

This morning we crossed into Quebec right away, since Ottawa touches it. As soon as we were on the north side of the river we jumped on the Route Verte we had heard so much about, which is a cycling network all the way across Quebec. It's a world of difference from riding the 17. I'm so glad to be finished Longtario. That felt like it was never going to end, and definitely had some low lows.

The higher density of towns, and relatively short day, meant we had time to stop for brunch, then coffee, then lunch. That's not necessarily a pattern I'd like to entrench, but with this evening's destination being relatively remote, we thought it'd be a good opportunity to slow roll and practice some French.


Tonight we're staying at our first Warm Showers host. It's like couch surfing, but specifically for bike tours. The hosts live on and run a 100+ acre organic farm co-op. We had set up our tents just in time before a huge downpour started, so most everything stayed dry, but Eby, our host, then offered that we move into the huge greenhouse, since there is a heavy thunderstorm warning tonight, with potential hail up to the size of a nickel. We took her up on it. So now I'm on the floor of the greenhouse, in my tent so the flies don't devour me, while two barn cats are poking at the side of my tent, trying to get in to snuggle. Could be worse.

Also, wtf power meter lately... It just starts working for a minute in the middle of the ride, then ghosts out again, ruining my power and calorie data. I'm not impressed.",35578,119.28,activities/405270861.fit.gz,77,44,35578,19189,119285,12.30000019,286,,58.20000076,146.3999939,45.5,0.060192201,1.402649999,30.01072693,24
358953381,"Aug 1, 2015, 11:39:35 AM",Le Fleuve Saint-Laurent,Ride,"If someone were to ask me where to go on a mellow, scenic and safe cycling trip in Canada, it would start in Ottawa and follow the route verte trough Quebec. The last few days have been so much nicer than Ontario, or Manitoba, or Saskatchewan, or Alberta. 

We passed and indulged in our first lemonade stand today. The little girl running it didn't seem to really understand where we had come from, but her mother was pretty impressed.

We ended today in Montreal, where Simon's cousin Matthew hosted us for the evening. There's a long bike path along the canal, making for a smooth entry into the city. ",26678,109.5,activities/405965963.fit.gz,77,44,26678,18142,109502,14.30000019,349,,20.39999962,100.8000031,15.5,-0.0372595,125.1139984,2530.847168,21
359975583,"Aug 2, 2015, 11:42:07 AM",Ren-Deb-vous ,Ride,"Today was rad. We got a nice early start in Montreal, which made for dead-empty streets as we rolled out, because everyone was in bed or church. 

Then we ran into a familiar face for breakfast! My mother is in the middle of a road trip from Newfoundland around eastern Canada and the U.S. She met us just east of Montreal, and treated us to second breakfast. It was so good to see her. Deb b'y... 

After that we were pushed by a 30k tail wind toward Trois Rivieres, (or 3R as the locals apparently refer to it). Our route was again along the river, so the views were great, shoulder was nice and wide, traffic was calm, and temperatures were reasonable. Come bike Quebec, you won't regret it!

This evening we're staying in the back yard of our second Warm Showers hosts, a family in ""3R"". We came across Kevin's profile and shared some stories about road adventures around the back yard fire. People are so incredibly warm and welcoming. 

We see rain in the forecast so we're going to try to roll out early and get to Quebec City tomorrow. ",41693,154.91,activities/407096607.fit.gz,77,44,41693,23862,154918,11.30000019,172,,16.79999924,66.40000153,29.60000038,0.026078399,132.2089996,3517.569824,23
360425386,"Aug 3, 2015, 9:46:07 AM",Hammer time to Quebec City,Ride,"Another great day of riding. Right now we're sitting outside a coffee shop in Quebec, already showered and checked in, having arrived about 3 hours earlier than we expected. Great wind, temperatures, roads, and traffic again today let us grind through 120km in 5 hours flat. It's no Dick Keough pace, but I'll take it. We are but men.

We arrived to meet my friend Brad here, since he was in town coaching at a swim meet. We only met up for a second so far, but we'll spend the evening with him and catch up. The last few weeks have been filled with good friends, it's so nice to roll into town 5000km away from your home and see a friendly face!

We'll take another rest day here tomorrow, not that we really need it, but because it's an awesome city and Paul and Rich gave us an extra week to play with. From here we likely won't rest until Halifax, which we have also added to the itinerary with our extra days. ",28006,136.69,activities/407587649.fit.gz,77,44,28006,21017,136698,15.80000019,529,,59,157,17.5,0.029846899,137.3800049,3219.356689,20
362135240,"Aug 5, 2015, 10:19:19 AM",Churches and Cheese Curds,Ride,"Things are going very well. 

Yesterday we had a rest day in beautiful Old Quebec, very relaxing and a great city to visit if you have never been. I've been thinking a lot about a return visit to the region in the winter with Emily.

The density of the towns along both shores of the Saint Laurence means that the kilometres just roll by, sometimes clocking 20k or more between looking at my bike computer at all. This is a far cry from Ontario, where I watched every 100m tick by. I also noticed in Ontario (because there was nothing else to notice) that there are + signs on the pavement every 25 meters. You can imagine how bored I was to
figure that out. I thought of it today because I realized how relaxing it was to not have to stare at the pavement literally all day long.

So there are a lot of towns here. And each has ""Saint"" in the name, as my mother pointed out. Each also has a massive church. They take their worship seriously around here. They're nearly always the nicest building in the town, by far.

More tail wind today, good food, tiny coffee shops with folks who speak no English, and views of ski hills across the river. 

AND I became a step-uncle today! That's pretty exciting. Going to sleep on a good note.",42695,141.28,activities/409373253.fit.gz,77,44,42695,21066,141284,14.60000038,574,,17.20000076,125.8000031,41.40000153,-0.0229325,143.1660004,3362.767578,19
362750435,"Aug 6, 2015, 11:54:32 AM",Come Sail Away,Ride,"Big ring all day again today. I wished I had a sail at one point. The winds have been very favourable over the last few days.

Nothing much to report other than cycle touring in Quebec is incredible. We see a lot of cyclists throughout the day, mostly doing a day or three around their hometowns. It seems like a common way to camp around here, which makes sense with great infrastructure. The campgrounds all have swimming pools and mini golf and stuff, and typically have a cyclist rate, acknowledging the fact that we don't take up the same resources as a 40' RV. Small wins.

The legs are feeling strong. I thought a lot about the Whistler Gran Fondo today which happens a few days after Emily and I fly back to Vancouver. It'll be strange to ride an unloaded bike, but I'm excited.",24639,114.29,activities/410038184.fit.gz,77,44,24639,16230,114293,15.5,412,,23,85,24,0.0227485,154.5709991,2797.186279,17
363687966,"Aug 7, 2015, 11:59:13 AM",Au revoir Saint-Laurent,Ride,"Today, as the map very clearly shows, we left the banks of the Saint Laurence and started to head South toward the east coast of New Brunswick. I really enjoyed the last few days, as I had expected I would before even starting the trip. Though we are still in Quebec, I found myself reflecting on the time here over the last week. Some things that stood out include:

- My French has improved considerably. I now have complete conversations with people daily. It's nice to use it again.
- It's easy to build nice bike infrastructure on a municipal scale, and many cities in other provinces do that well, but to connect it all together at a provincial level is a much bigger undertaking, and Quebec has nailed it.
- If you provide infrastructure, your citizens will take advantage of it. We saw dozens of tourists of all ages, riding from town to town. None were surprised to see us. Most were very surprised that we had come from so far. This tells me that Québécois folks generally do a lot of bike touring close to home. Imagine Newfie retirees riding 60km for a half dozen days in a row. There are zero, but that's how it works here.
- The Saint Laurence is so relaxing. It reminds me of the pace of life on the islands off the coast of BC; no one is in a hurry. Probably because so many folks are retirees or on vacation.
- I want to see the rest of the Gaspe Peninsula some day. Leaving it feels premature, but I'm glad to have seen as much as we did.
- I still don't know where the river ends and the ocean begins. I'll go look that up now.",40440,160.02,activities/411070960.fit.gz,77,44,40440,24253,160028,16.5,871,,-21,260.7999878,21.79999924,0.0597395,151.2839966,4091.036377,19
365412322,"Aug 9, 2015, 11:04:29 AM",Canada's Third Language,Ride,"Life is incredibly local.

Every time we cross a border, the license plates on the cars immediately all switch to the new province, as if they're unable to cross the imaginary lines we as a country have created. It's even noticeable in neighbouring cities that are divided by no more than a river; people stay to their side for the most part. 

My own life seems to reflect this, generally (this trip being an exception). I would wager that >99% of my time is spent inside a geographic area with a 5km radius. Mom used to always say most accidents happen close to one's home as a way to get me to wear a bike helmet or seat belt, even if it was just around the block. If that stat is true, it's clearly because most life happens there.

It's nice to get out of that bubble. It helps us see that our home town isn't the only one with a ""Water street"", and that any other one you see isn't named after the one you happened to be born closest to. It's a good reminder of our individual insignificance, and perceived self importance. Tangent: everyone thinks their town has ""the craaaaziest hill omg you'll never get up it on that bike!""

Today I heard the thick Atlantic Canadian accent for the first time on this trip, and I wasn't sure if the person was speaking French or English. It's wild that within a one hour drive the language can change so abruptly within the same country.

Kudos to NB for a solid day of riding. We had some headwind, but I've gotten into the habit of sending myself to the Pain Cave for a few afternoon intervals, especially on flat days, and only once the end is within reach. I'm liking the idea of intense efforts after 3 or 4 hours of riding, it feels like it'd be a very hard workout to replicate in real life, and that the payoff will be worth it later.",36377,114.41,activities/412902077.fit.gz,77,44,36377,19074,114411,13.10000038,526,,-101.4000015,0,33.29999924,-0.061182801,127.6449966,2714.691406,18
366051864,"Aug 10, 2015, 11:45:50 AM",You can find me in Saint-Louis,Ride,"The photo is from the marina we camped at last night. Check the map, we were surrounded by water on three sides and could hear the waves all night.

Hard ol' day, I'm wiped. It was good, but relatively barren, so instead of focussing on scenery I focussed on a good training ride. I'm happy with the result. At 5.5 hours I tasted barf for a second so called it a day as we cruised to the campsite.

Mirimachi was smaller than expected, but a nice town. 

I'm very impressed with the level of bilingualism in NB. Every sign and person is completely fluent in either language, and I have found myself copying their habit of saying the same phrase in both languages, unsure of the preference of the other party. I dig it.

Goodnight/bonsoir",32399,139.1,activities/413671001.fit.gz,77,44,32399,20905,139105,15.30000019,839,,-16.39999962,178.1999969,13.69999981,0.000431329,145.3999939,3389.139404,23
366929949,"Aug 11, 2015, 11:01:48 AM",Headwind slog to Nova Scotia,Ride,"There wasn't a whole lot we could do to make today any easier. I wish I had a working power meter on a day like today to tell the whole story, speed isn't cutting it. It doesn't capture the sustained 20km/h wind right in the face, gusting to 30.

The roads and traffic and sun and temperature were all quite good. This adventure has definitely made me a lot better at looking at the bright side of a situation. Any given day is exactly as good or bad as you think it is.

New Brunswick was a great experience. I love the blend of maritime, French, and native culture. It's one of the few places it feels like those things are complementary instead of contrasting. I overheard grizzly old men talking and swearing back and forth between French and English today and was confused the whole time, but glad a place exists where that happens.

The next week or so in Nova Scotia should be fun. It's pretty planned out until Sunday or so, and I'm looking forward to this weekend for some rest in Halifax.",43505,149.46,activities/414641632.fit.gz,77,44,43505,26009,149463,15.19999981,689,,-49.20000076,76.59999847,20.70000076,-0.035058901,139.3430023,4040.951904,23
367535599,"Aug 12, 2015, 10:36:54 AM",Big Scosche - Becoming Chad,Ride,"The act of riding a bike in a the rain and wind on a busy highway is so deeply linked with the word ""Ontario"" in my mind now, that I accidentally called Nova Scotia ""Ontario"" this morning. I take it back for now, but if you're going to treat me like that then you'll suffer the same reputation. The first two hours of riding out of Amherst this morning were pretty soul sapping, at about 15km/h, getting completely drenched. 

We stopped for lunch at a tiny diner in the middle of nowhere after leaving the TCH. Literally everyone in the restaurant (only about 5 folks) stopped what they were doing and turned to look at us, silently, as we walked in. Yeah we biked here. Yeah in the rain.

It didn't rain while we ate, of course. Simon got confident and said we may not get rained for the rest of the day. LOL.

This was hands down the rainiest day yet. My shoes had puddles in them. It was insane, and laughable. Then we climbed to 250m, then there was resurfacing on the way down. Then a sign that said ""Flying Stones"", suggesting someone would be throwing rocks at us. It was as though Nova Scotia had read my rant about Northern Ontario and thought ""I'll show these chumps a hard day!""

We finally broke out of the rain and headwind at about 95km, and cycled along the rusty red shore of the Bay of Fundy to Chad's old stomping grounds of Truro. Tonight we're under a roof at his dad Garry's place with Lori. Super friendly folks! It's always fun to meet parents of friends, and talk about them. Hi Chadster.",30687,111.81,activities/415273227.fit.gz,77,44,30687,19874,111809,12.5,822,,-35.59999847,241.3999939,50,-0.0221806,128.7769928,2853.635254,17
368198021,"Aug 13, 2015, 12:13:06 PM",Visiting Some Hooligans,Ride,"I mean Haligonians. 

Today marked the most major of the detours from the trip that I had originally envisioned: the addition of a trip to Halifax. We left Garry and Lori's with full bellies and high spirits, after a great snooze and visit. Thanks again to everyone along the way who has made (and will make) the trip a little more comfortable for an evening. It keeps morale high and is much appreciated!

Speaking of meeting up with people along the way, today we rode to Lower Sackville (heh) to visit with our old house and classmate Edgar, his wife Jennifer and daughter Nora. The ride was rather uneventful, with the third day of headwind in a row. We didn't get rained on which was nice.

Tomorrow (Friday) and Saturday will be spent in the Halifax area as rest and visiting days. I have a lot of family around here that I don't get to see often enough, so I'll be riding to Dartmouth tomorrow to stay with Carl, Kristen and Christian. ",19650,88.66,activities/415969832.fit.gz,77,44,19650,15110,88662,13.5,588,,-34.40000153,55.40000153,15.69999981,0.0139857,135.7590027,2287.220215,21
368965560,"Aug 14, 2015, 3:45:52 PM",Cruisin from Edgar's to Halifax and Dartmouth,Ride,"Not much really, did some errands like picking up a new tire to replace my heavily worn rear one. 

In general I was very unimpressed by the bike infrastructure in and around Halifax. I think my expectations have been raised over the last few years, and a trip to Atlantic Canada is more of a reality check and reminder of why I love Vancouver so much.

I had a great evening with family, on the water and over dinner. It's great to see so many aunts, uncles, and cousins all at once.",9797,35.16,activities/416762663.fit.gz,77,44,9797,5604,35161.69922,12.60000038,244,,-72.59999847,87.59999847,18.20000076,-0.365738988,143.5540009,896.9914551,28
370589139,"Aug 16, 2015, 10:43:41 AM",The Long Way,Ride,"Today we left Halifax, after three great days with family and friends. I love the falling-back-into-place feeling you get with certain people, where it feels like you saw them last week, even if it was years ago. Those are great relationships.

Today's ride was a nice one, a light tailwind and sunny skies let us crank out some solid mileage early in the day, so that we can set up camp and relax for the afternoon. We decided to take the southern shore of Nova Scotia to make our way toward Cape Breton, as the highway follows the coast and we wouldn't need to climb as much, or backtrack at all.

Last night we talked about not really looking forward to getting back on the bikes. Four consecutive sleeps in a bed will do that to a person. During dinner my aunt Marg talked about how she loved the feeling of rolling along on her bike with the wind in her hair, and the sense of freedom that comes from self-propelled exploration. That helped me get out of bed this morning for sure.

Special thanks to (in order of appearance) Jennifer, Nora, Maya, Edgar, Kristin, Carl, Christian, virtual-Kathryn, Dianne, Mark, Marg, Andy, Adam, and Leeza, who all made for a fantastic stay. Halifax feels like home and I've never lived there.",29604,113.55,activities/418470365.fit.gz,77,44,29604,16850,113556,15.5,1044,,-59.79999924,30,35.20000076,-0.0359293,165.4620056,3108.658691,24
371394432,"Aug 17, 2015, 10:31:17 AM",Switching Coasts,Ride,"Yesterday was great, and we got to bed nice and early, which made for an early rollout this morning. We didn't see much traffic along the Eastern Shore (as I've learned it is called), and tried to get as much riding in as possible before the heat got too intense. We were unsuccessful and the heat got intense - over 30 for a couple of hours, with a lot of humidity.

This evening we're camping outside Antigonish. The campus there is impressive, especially for a town of 5000 or so. 

",42499,149.56,activities/419313143.fit.gz,77,44,42499,24394,149562,15.60000038,1208,,-59.59999847,84.80000305,24.39999962,0.00601759,142.9380035,3887.814941,26
371991927,"Aug 18, 2015, 10:59:54 AM",Cape Breton,Ride,"Today we left mainland Canada and started Cape Breton Island. It'll only take two short days to cross it, and we'll be on the ferry tomorrow evening.

Over the last three days or so we continued to cross paths with Kyle, who is doing a much longer tour, at over 8000km already! He's a good dude, hopefully we cross paths again. 

The heat has been intense over the last two days, and doesn't look like it will be letting up tomorrow. After finishing our ride and grabbing showers, we sat at the campsite just dripping sweat. Right now we're in a perfectly grimey diner with a pumpin' air conditioner until the sun gets a little lower. The wind has stopped completely and we will probably boil in our tents this evening.",26932,98.31,activities/419932416.fit.gz,77,44,26932,15240,98311.70313,14.5,787,,-42.59999847,106.8000031,20.10000038,-0.059606299,150.4049988,2555.771973,26
372842023,"Aug 19, 2015, 1:10:05 PM",Finishing Nova Scotia,Ride,"Cape Breton was great. The highways weren't amazing, but with lighter traffic than most places, we made do.

Our ferry this evening doesn't leave until midnight, so we had a ton of time to kill today. That meant we were a little lazy packing up camp, and still went for coffee after that, not hitting the road until after 10:00. 

For the first half of the day we continued to follow the north coast of Bras d'Or Lake, which is a massive salt water lake through the middle of Cape Breton Island. The water kept the temperatures reasonable, hovering just below 30 or so, and the views spectacular.

We hopped off the highway at Baddeck to take the road through town, parallel to the TCH, and I wished we had planned a stop there. We were on a schedule though: lunch date with Deb as she made her way back to Newfoundland, finishing up her road trip. It's crazy that I see my mother about once a year, but we managed to meet up twice on this trip.

Just before lunch we reached Kelly's Mountain, which was underwhelming from a ""mountain"" perspective, but a great little climb and descent, with huge viewpoints on both the north and south sides. There were hundreds of purple daisies growing along the side of the road over the top of hill, the first I had noticed over the whole trip. They've got a good view up there.

We were told there was a shower in the ferry terminal, but there was not. We got creative. The cleaning crew were not impressed. Serves you right Marine Atlantic.

Now we're sitting in the terminal, killing time. We planned out a potential timeline through Newfoundland. 10 days left.",23010,94.99,activities/420818569.fit.gz,77,44,23010,14983,94993.29688,14.19999981,790,,-79.19999695,229.6000061,17.10000038,-0.076005399,145.2510071,2426.569824,27
374072950,"Aug 20, 2015, 11:52:06 AM",The beginning of the end,Ride,"Rolling off the ferry with the hubbubs was pretty exciting, as most territorial boundaries have been. This meant we were all grins for the first half hour or so, despite the rain, drizzle, and fog (RDF) the island is so known for.

Once all the big welcome signs were behind us and we started to settle in for the day, the size of the remaining task at hand started to creep into my mind: we still have about 1000km left to cycle. Before I had too much time to ponder this fact, the fog started to break up near the Twin Hills, and we could catch a glimpse of blue sky for the first time. Riding between the hills and toward the western side of the range produced some of the most incredible views on the trip so far. The fog was pouring over the tops of the hills, but burning off almost immediately upon hitting the warm air on the other side. This was on our right for about an hour, with the ocean on our left. Why doesn't anyone live out here? It's known as the Wreckhouse area, for the high winds, but we can make buildings to tolerate much more intense wind than we could 100 years ago. Concrete and steel exist now. In earthquake zones.

Once the novelty wore off, and we had ridden beyond the fog bank anyway, I had time to remember that we were not yet, in fact, finished the bike trip, and still had to ride for over a week. I had a good few hours to stew in that headspace, which was pretty ugly. In retrospect, I think riding in the other direction, to finish in BC, might be more enjoyable for me. In this direction I'm riding away from the life I have chosen and created and love, and toward the one I wanted to leave. It's a little less exciting.

That said, I am very excited to see everyone at the end, and on the way through the province. There are a lot of people here who mean a lot to me, so for that reason I'll suck it up and ride this huge barren wasteland.

Tonight we're in Barachois Pond Provincial Park, about 75km south-west of Corner Brook. I had heard of the park before, but this is my first time here. I expect a lot of stops along the way will share that same theme as the trip comes to a close. Life touring on a bike definitely flows at slower pace. 

""No, just a regular bike""
""Oh you means a pedal bike!?""
""A bicycle""
""Yeah, what ya pedals. A regular bike got a motor in er""
""...""
""Yeer not ridin dem all da way to Sin Jawns is ye?""
""Yes, that's the plan. We've already come from BC, so there's not much left really""
""But Newfoundland is YOUGE, yer nuts to be at dat. Wouldn't be me!""
""...""

9 days left.",36049,152.24,activities/422101970.fit.gz,77,44,36049,24632,152241,18.10000038,1455,,-92.19999695,212.6000061,19.60000038,-0.0525482,158.7660065,4360.45752,21
374073080,"Aug 21, 2015, 11:21:17 AM",Morning rip to Corner Brook,Ride,"The rolling hills paired with tailwinds have been a ton of fun so far. 

I had a shifter cable S its P the other day on the side of the highway, which we replaced with only minimal delay. We popped by the local bike/coffee shop for a new cable when we got to town. That's my favourite shop type combo.

We stayed the night with Chad's mom, Audrey, who was a great host and cooked us some delicious steaks!

I had remembered liking Corner Brook more though, it's not a very pedestrian or cyclist friendly place.",10969,67.06,activities/422102166.fit.gz,77,44,10969,10383,67067.5,17.29999924,784,,34.40000153,340.2000122,17.39999962,0.045029301,173.1840057,2004.958984,22
